GameID,Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Global_Sales
T15788,Spider-Man 3,Wii,2007,Platform,Activision,53,39,5.3,29,Vicarious Visions,T,0.47
T15789,Kao Challengers,PSP,2005,Platform,Atari,57,6,tbd,,"Atari, Atari SA",E,0.02
T15790,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,,,,,,,0.05
T15791,Taiko no Tatsujin Portable DX,PSP,2011,Misc,Namco Bandai Games,,,,,,,0.38
T15792,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007,Action,Namco Bandai Games,,,,,,,0.06
T15793,Skydiving Extreme,PS,2001,Sports,Banpresto,,,,,,,0.08
T15794,Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,,,,,,,0.12
T15795,Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,78,20,8.5,11,KCEJ,T,0.04
T15796,Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher,69,28,7.5,52,Sandlot,M,0.35
T15797,Jet Li: Rise to Honor,PS2,2004,Action,Sony Computer Entertainment,,,,,,,1.27
T15798,D.Gray-man: Sousha no Shikaku,PS2,2008,Adventure,Konami Digital Entertainment,,,,,,,0.02
T15799,Velvet Assassin,X360,2009,Shooter,DTP Entertainment,56,46,7.1,55,"Replay Studios, ML Enterprises",M,0.18
T15800,The Lord of the Rings: Conquest,X360,2009,Action,Electronic Arts,55,58,7,110,Pandemic Studios,T,0.63
T15801,FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,71,7,7.2,6,EA Canada,E,0.04
T15802,Enthusia Professional Racing,PS2,2005,Racing,Konami Digital Entertainment,70,43,7.6,17,Konami,E,0.15
T15803,SingStar Legends,PS2,2006,Misc,Sony Computer Entertainment,76,25,tbd,,SCEE London Studio,T,1.1
T15804,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,THQ,55,10,6.3,6,THQ,E10+,0.15
T15805,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,71,47,6.6,233,LucasArts,T,2.21
T15806,Super Monkey Ball Adventure,PSP,2006,Platform,Sega,56,23,5.9,7,TT Games,E,0.08
T15807,Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,74,8,8.3,70,Ubisoft,E,0.03
T15808,Need for Speed: Shift 2 Unleashed,X360,2011,Racing,Electronic Arts,,,,,,,0.43
T15809,Karaoke Revolution Glee: Volume 3,X360,2011,Misc,Konami Digital Entertainment,,,tbd,,Hijinx Studios,T,0.14
T15810,Dementium II,DS,2010,Shooter,SouthPeak Games,75,25,8.3,31,Renegade Kid,M,0.11
T15811,Girls und Panzer: I Will Master Tankery,PSV,2014,Action,Namco Bandai Games,,,,,,,0.09
T15812,The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,66,45,6.5,621,2K Marin,M,0.05
T15813,S.C.A.R.S,PS,1998,Racing,Ubisoft,,,,,,,0.08
T15814,Trigger Man,PS2,2004,Shooter,Play It,32,4,4.8,16,Point of View,T,0.16
T15815,ESPN NBA 2K5,XB,2004,Sports,Global Star,85,28,8.7,22,Visual Concepts,E,0.95
T15816,Tropico 4,X360,N/A,Strategy,Kalypso Media,77,18,7.5,37,Haemimont,T,0.35
T15817,Grudge Warriors,PS,1999,Action,Take-Two Interactive,,,,,,,0.41
T15818,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,Konami Digital Entertainment,,,,,,,0.02
T15819,River King: Mystic Valley (US sales),DS,2007,Sports,Rising Star Games,,,,,,,0.07
T15820,Tony Hawk's Motion,DS,2008,Sports,Activision,39,11,tbd,,Creat Studios,E,0.21
T15821,Super Hero Generation,PS3,2014,Role-Playing,Namco Bandai Games,,,,,,,0.03
T15822,Whiplash,XB,2003,Racing,Eidos Interactive,68,28,tbd,,Crystal Dynamics,T,0.06
T15823,Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,,,7,5,Infinity Ward,M,0.02
T15824,Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Strategy,Tecmo Koei,,,,,,,0.02
T15825,Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft,,,,,,,0.04
T15826,Front Mission 4,PS2,2003,Strategy,Square Enix,75,39,8.6,22,Square Enix,T,0.54
T15827,Gundam Breaker 3,PS4,2016,Action,Namco Bandai Games,,,,,,,0.1
T15828,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013,Sports,Sega,,,,,,,0.13
T15829,Soccer,NES,1985,Sports,Nintendo,,,,,,,1.96
T15830,MX vs. ATV Untamed,DS,2007,Racing,THQ,61,14,tbd,,Rainbow Studios,E,0.12
T15831,Cabela's Dangerous Hunts 2011,PS3,2010,Sports,Activision,60,4,5.4,9,Activision,T,0.33
T15832,Guitar Hero: Van Halen,X360,2009,Misc,Activision,57,34,5.8,17,"Neversoft Entertainment, Underground Development",T,0.29
T15833,Zoobles! Spring to Life!,DS,2011,Misc,Activision,,,,,,,0.13
T15834,Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,Konami Digital Entertainment,,,,,,,0.17
T15835,SoulCalibur II,XB,2003,Fighting,Namco Bandai Games,92,39,8.9,54,Namco,T,1
T15836,Hasbro Family Fun Pack,XOne,2015,Misc,Ubisoft,,,tbd,,Ubisoft,E10+,0.13
T15837,Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,28,16,0.9,50,Dimps Corporation,T,0.1
T15838,Crysis,PC,2007,Shooter,Electronic Arts,91,56,8,1970,Crytek,M,0.71
T15839,DemiKids: Dark Version,GBA,2002,Role-Playing,Atlus,,,,,,,0.02
T15840,ESPN NBA 2Night 2002,XB,2002,Sports,Konami Digital Entertainment,,,tbd,,Konami,E,0.01
T15841,Bookworm Deluxe,PC,2006,Puzzle,PopCap Games,,,8,6,PopCap,E,0.01
T15842,MDK2 Armageddon,PS2,2001,Shooter,Virgin Interactive,80,19,8.3,11,BioWare,T,0.17
T15843,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,,,,,,,0.02
T15844,Chessmaster,XB,2004,Misc,Ubisoft,79,12,9,6,Ubisoft,E,0.13
T15845,Bratz: The Movie,PS2,2007,Simulation,THQ,,,5,4,Blitz Games,E,0.48
T15846,Song of the Deep,PS4,2016,Action,Insomniac Games,69,41,7.3,30,Insomniac Games,E,0.08
T15847,Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008,Adventure,D3Publisher,,,,,,,0.02
T15848,NCAA Football 2004,XB,2003,Sports,Electronic Arts,88,13,8.8,19,EA Sports,E,0.43
T15849,Mighty No. 9,WiiU,2016,Platform,Deep Silver,48,9,4.6,78,Inti Creates,E10+,0.03
T15850,Buzz! The Ultimate Music Quiz,PS3,2010,Misc,Sony Computer Entertainment,,,,,,,0.33
T15851,Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,62,19,8.9,39,Webfoot Technologies,E,0.61
T15852,Saihai no Yukue,DS,2008,Strategy,Tecmo Koei,,,,,,,0.03
T15853,Guitar Hero 5,Wii,2009,Misc,Activision,89,25,6.9,49,Vicarious Visions,T,1.55
T15854,Olympic Hockey 98,N64,1998,Sports,GT Interactive,,,,,,,0.06
T15855,Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,44,8,4.4,69,Piranha Bytes,M,0.06
T15856,Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo,,,,,,,0.04
T15857,Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012,Role-Playing,Starfish,,,,,,,0.02
T15858,Sound Novel Machi,SAT,1998,Adventure,ChunSoft,,,,,,,0.09
T15859,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005,Misc,Sega,,,,,,,0.15
T15860,DiRT 2,PSP,2009,Racing,Sony Computer Entertainment,55,13,5.7,10,Codemasters,E10+,0.32
T15861,Dark Souls,PC,2012,Role-Playing,Namco Bandai Games,,,,,,,0.07
T15862,Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,75,16,8.8,30,From Software,T,0.41
T15863,Small Soldiers,PS,1998,Platform,Electronic Arts,,,,,,,0.61
T15864,NHL 2002,GBA,2002,Sports,Electronic Arts,,,tbd,,BudCat,E,0.12
T15865,F1 2013,X360,2013,Racing,Codemasters,79,29,6.6,33,Codemasters,E,0.3
T15866,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014,Fighting,Namco Bandai Games,,,,,,,0.01
T15867,Mazes of Fate DS,DS,2008,Role-Playing,Graffiti,,,tbd,,Sabarasa Entertainment,T,0.04
T15868,Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,88,70,8.7,626,Nintendo,E,9.16
T15869,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,Action,Marvelous Entertainment,,,,,,,0.14
T15870,Kirby's Dream Land,GB,1992,Platform,Nintendo,,,,,,,5.13
T15871,Kuon,PS2,2004,Adventure,Indie Games,57,20,7.7,9,From Software,M,0.02
T15872,Defiance,PS3,2013,Shooter,Trion Worlds,59,21,6.9,145,Trion Worlds,M,0.35
T15873,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,91,83,8.2,617,Turn 10,E,4.57
T15874,SCORE International Baja 1000: The Official Game,PS2,2008,Racing,Activision,,,,,,,0.01
T15875,Skylanders SWAP Force,XOne,2013,Platform,Activision,,,5.5,43,Vicarious Visions,E10+,0.32
T15876,Medabots 8,3DS,2014,Role-Playing,Rocket Company,,,,,,,0.07
T15877,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,,,,,,,2.36
T15878,Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy,Sega,,,,,,,0.2
T15879,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,96,98,8.9,3143,BioWare,M,3.1
T15880,Stronghold Kingdoms,PC,2011,Strategy,DTP Entertainment,75,4,4.9,89,FireFly Studios,,0.11
T15881,FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,81,34,8.7,23,EA Canada,E,0.97
T15882,Famista '92,NES,1991,Sports,Namco Bandai Games,,,,,,,0.28
T15883,Midnight Play! Pack,DS,2008,Misc,Ubisoft,,,,,,,0.08
T15884,Zapper: One Wicked Cricket!,GC,2002,Platform,Infogrames,,,,,,,0.13
T15885,Madden NFL 15,XOne,2014,Sports,Electronic Arts,80,19,6.4,138,EA Sports,E,1.57
T15886,Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,54,17,4,5,Hudson Soft,E,0.1
T15887,Angelique Duet,PS,1998,Strategy,Tecmo Koei,,,,,,,0.04
T15888,Kiniro no Corda 3,3DS,2015,Adventure,Tecmo Koei,,,,,,,0.01
T15889,The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,89,56,9,203,Flagship,E,1.42
T15890,Seven: Molmorth no Kiheitai,PS2,2000,Action,Namco Bandai Games,,,,,,,0.09
T15891,RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,,,,,,,0.4
T15892,Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,44,9,8.5,4,Direct Action Games,M,0.07
T15893,Super PickUps,PS2,2007,Racing,XS Games,,,tbd,,Milestone,E,0.02
T15894,LEGO City Undercover,3DS,2013,Platform,Nintendo,,,,,,,1.47
T15895,Puzzle Challenge: Crosswords and More!,PS2,2006,Puzzle,Crave Entertainment,,,,,,,0.02
T15896,Mario Party 6,GC,2004,Misc,Nintendo,71,33,7.9,51,Hudson Soft,E,1.65
T15897,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,GB,2001,Role-Playing,Banpresto,,,,,,,0.39
T15898,Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,80,39,8.3,43,Io Interactive,M,0.8
T15899,Mayhem 3D,X360,2011,Racing,Evolved Games,47,4,8.6,9,Zoo Games,E10+,0.07
T15900,Super Duper Sumos,GBA,N/A,Action,Unknown,57,5,tbd,,Handheld Games,E,0.03
T15901,Minecraft: Story Mode,X360,2015,Adventure,Mojang,,,,,,,0.88
T15902,Ultimate Band,DS,2008,Misc,Disney Interactive Studios,69,11,tbd,,Fall Line Studio,E,0.22
T15903,SingStar Singalong With Disney,PS2,2008,Misc,Sony Computer Entertainment,,,,,,,0.61
T15904,Donkey Kong Country 3,GBA,2005,Platform,Nintendo,77,16,8.4,27,Rare Ltd.,E,0.77
T15905,Car Battler Joe,GBA,2001,Role-Playing,Victor Interactive,77,11,tbd,,Ancient,E,0.02
T15906,Devil Kings,PS2,2005,Action,Capcom,64,27,7.4,12,Capcom,T,0.25
T15907,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,56,4,tbd,,Tantalus Interactive,E,0.5
T15908,The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,54,12,tbd,,Fall Line Studio,E10+,0.21
T15909,Daikaijyuu Monogatari,SNES,1994,Role-Playing,Hudson Soft,,,,,,,0.3
T15910,Wayne Gretzky's 3D Hockey,N64,1996,Sports,Nintendo,,,,,,,0.53
T15911,Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,80,18,9.1,22,EA Canada,T,0.56
T15912,MotoGP 2,XB,2003,Racing,THQ,87,23,8.5,14,Climax Group,E,0.1
T15913,Who wants to be a millionaire,PS,2000,Misc,Eidos Interactive,,,,,,,0.8
T15914,Imperium Romanum,PC,2008,Strategy,Kalypso Media,63,19,7.5,24,Haemimont,E10+,0.02
T15915,MotoGP,Wii,2009,Racing,Capcom,44,10,5.4,11,Milestone S.r.l,E,0.18
T15916,Pro Yaky? Spirits 2013,PSP,2013,Sports,Konami Digital Entertainment,,,,,,,0.2
T15917,Guitar Hero: World Tour,X360,2008,Misc,Activision,85,67,6.3,171,Neversoft Entertainment,T,2.66
T15918,Need for Speed: The Run,3DS,2011,Action,Electronic Arts,65,9,6,26,Firebrand Games,E10+,0.19
T15919,Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,Tecmo Koei,,,,,,,0.13
T15920,Snood,GBA,2001,Puzzle,"Destination Software, Inc",68,4,tbd,,Rebellion,E,0.13
T15921,SBK Superbike World Championship,PS3,2008,Racing,Black Bean Games,59,7,6.1,8,Milestone S.r.l,E10+,0.25
T15922,Parodius,SAT,1995,Shooter,Konami Digital Entertainment,,,,,,,0.17
T15923,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,Namco Bandai Games,,,,,,,0.01
T15924,BeatMania Append 4thMix: The beat goes on,PS,1999,Simulation,Konami Digital Entertainment,,,,,,,0.29
T15925,Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision,63,4,tbd,,Sand Grain Studios,T,0.11
T15926,Assassin's Creed: Unity,PC,2014,Action,Ubisoft,70,10,3,1463,"Ubisoft, Ubisoft Montreal",M,0.55
T15927,Rugrats: Royal Ransom,PS2,2002,Platform,THQ,,,tbd,,Avalanche Software,E,0.35
T15928,Donkey Kong Land II,GB,1996,Platform,Nintendo,,,,,,,2.35
T15929,ESPN National Hockey Night,PS2,2001,Sports,Konami Digital Entertainment,44,10,tbd,,Kush Games,E,0.07
T15930,Battle of Giants: Dragons,DS,2009,Strategy,Ubisoft,,,6,4,Ubisoft Quebec,E10+,0.62
T15931,Bionicle,GC,2003,Action,Electronic Arts,47,5,4.2,5,Argonaut Games,E,0.21
T15932,Lost: Via Domus,PC,2008,Action,Ubisoft,52,22,6,38,Ubisoft Montreal,T,0.02
T15933,WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,THQ,,,7.7,31,Yuke's,T,1.07
T15934,Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,55,15,4.8,4,Nintendo,E,0.73
T15935,Robopon 2: Ring Version,GBA,2001,Role-Playing,Hudson Entertainment,68,6,tbd,,Red 5 Software,E,0.02
T15936,Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,62,17,4.9,12,Cooking Mama Limited,E,0.87
T15937,Army Men: Sarge's War,XB,2004,Shooter,Global Star,44,26,tbd,,Tactical Development,T,0.11
T15938,Infected,PSP,2005,Shooter,THQ,74,49,8.3,30,Planet Moon Studios,M,0.15
T15939,Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,74,22,8.9,39,8ing/Raizing,T,1.04
T15940,Dr. Slump & Arale-Chan,DS,2008,Adventure,Namco Bandai Games,,,,,,,0.01
T15941,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,91,15,8.8,207,Insomniac Games,E,3.71
T15942,Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Namco Bandai Games,,,,,,,0.03
T15943,Dead or Alive 5,PSV,2013,Fighting,Tecmo Koei,,,,,,,0.09
T15944,Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,80,45,7.8,26,EA Salt Lake,E,0.54
T15945,Barbie Horse Adventures: Riding Camp,PS2,2008,Sports,Activision,,,tbd,,Pixel Tales,E,0.19
T15946,Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,61,38,6.8,106,Armature Studio,T,0.42
T15947,NHL 17,PS4,2016,Sports,Electronic Arts,78,26,5.8,67,"EA Canada, EA Vancouver",E10+,0.33
T15948,From Russia With Love,PSP,2006,Action,Electronic Arts,61,33,6.9,12,Rebellion,T,0.08
T15949,The Fast and the Furious,PSP,2007,Racing,Deep Silver,58,7,5.3,6,Eutechnyx,T,0.02
T15950,Derby Stallion 98,SNES,1998,Sports,ASCII Entertainment,,,,,,,0.08
T15951,Exhibition Volume 5,XB,2004,Misc,Microsoft Game Studios,,,,,,,0.06
T15952,Doom 3,PC,2004,Shooter,Activision,87,83,7.6,896,id Software,M,0.1
T15953,MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,74,15,tbd,,Pacific Coast Power & Light,E,0.13
T15954,Around the World in 80 Days,GBA,2004,Action,Hip Interactive,40,9,tbd,,Saffire,E,0.05
T15955,12-Sai. Koisuru Diary,3DS,2016,Adventure,Happinet,,,,,,,0.05
T15956,J-League Winning Eleven 9: Asia Championship,PS2,2005,Sports,Konami Digital Entertainment,,,,,,,0.11
T15957,LEGO Marvel's Avengers,X360,2016,Action,Warner Bros. Interactive Entertainment,,,5.7,6,TT Games,E10+,0.32
T15958,NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,84,13,tbd,,EA Sports,E,0.27
T15959,Beyblade: Metal Fusion,DS,2009,Role-Playing,Hudson Soft,36,4,tbd,,Hudson Soft,E,0.25
T15960,Dragon Ball Z: Sagas,GC,2005,Fighting,Atari,48,11,6.6,11,Avalanche Software,T,0.21
T15961,Dishonored 2,PC,2016,Action,Bethesda Softworks,86,37,6,383,Arkane Studios,M,0.12
T15962,Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,92,38,9.1,568,HAL Labs,T,7.07
T15963,Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,67,5,tbd,,Activision,E10+,0.02
T15964,Madden NFL 07,PS2,2006,Sports,Electronic Arts,84,29,8.2,39,EA Sports,E,4.49
T15965,WWE 2K17,PS4,2016,Sports,Take-Two Interactive,69,50,6.9,88,Yuke's,T,0.6
T15966,Crayola: Colorful Journey,Wii,2009,Misc,Crave Entertainment,,,tbd,,StudioBlack Games,E,0.07
T15967,Legends of Oz: Dorothy's Return,3DS,2014,Puzzle,GameMill Entertainment,,,tbd,,Black Lantern Studios,E,0.01
T15968,Kurogane Kaikitan,PSV,2015,Adventure,Minato Station,,,,,,,0.01
T15969,NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,69,8,6.9,10,Black Box,E,0.42
T15970,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,,,,,,,0.13
T15971,Jinsei Game DS,DS,2006,Misc,Atlus,,,,,,,0.02
T15972,The Longest 5 Minutes,PSV,2016,Action,Nippon Ichi Software,,,,,,,0.01
T15973,Iggy's Reckin' Balls,N64,1998,Racing,Acclaim Entertainment,,,,,,,0.08
T15974,Lost Heroes,PSP,2012,Role-Playing,Namco Bandai Games,,,,,,,0.07
T15975,Minecraft,PS3,2014,Misc,Sony Computer Entertainment,,,,,,,5.26
T15976,Mega Man & Bass,GBA,2002,Platform,Capcom,,,,,,,0.23
T15977,Toukiden: The Age of Demons,PSP,2013,Action,Tecmo Koei,,,,,,,0.18
T15978,Densetsu no Stafi 3,GBA,2004,Platform,Nintendo,,,,,,,0.24
T15979,R: Racing Evolution,GC,2003,Racing,Namco Bandai Games,67,35,tbd,,Namco,T,0.08
T15980,Driver: Renegade,3DS,2011,Racing,Ubisoft,48,13,5,20,Ubisoft,M,0.09
T15981,Need for Speed Carbon,XB,2006,Racing,Electronic Arts,74,19,7.4,11,EA Canada,E10+,0.47
T15982,Saint Seiya Omega: Ultimate Cosmo,PSP,2012,Fighting,Namco Bandai Games,,,,,,,0.01
T15983,Samurai Shodown Sen,X360,2009,Fighting,Rising Star Games,46,33,5.2,12,K2 LLC,M,0.08
T15984,Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,Midway Games,24,12,4.1,27,Midway,T,0.1
T15985,Aero Gauge,N64,1997,Racing,ASCII Entertainment,,,,,,,0.07
T15986,Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,57,6,5,5,Artificial Mind and Movement,E,0.83
T15987,Petz Hamsterz Superstarz,DS,2009,Simulation,Ubisoft,,,tbd,,Ubisoft Nagoya,E,0.1
T15988,Saban's Power Rangers: Lightspeed Rescue,PS,2000,Action,THQ,,,,,,,0.35
T15989,BeatMania IIDX 14 Gold,PS2,2008,Simulation,Konami Digital Entertainment,,,,,,,0.03
T15990,NBA Live 14,PS4,2013,Sports,Electronic Arts,43,25,2.7,175,EA Sports,E,0.24
T15991,The Flintstones: Bedrock Bowling,PS,2000,Sports,Ubisoft,,,,,,,0.13
T15992,Cubic Ninja,3DS,2011,Platform,Ubisoft,51,15,5.9,14,AQ Interactive,E,0.1
T15993,Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,83,48,8.3,251,Atlus,M,0.58
T15994,Bully,PS2,2006,Action,Take-Two Interactive,87,69,9.1,293,Rockstar Vancouver,T,0.94
T15995,NBA 06,PS2,2005,Sports,Sony Computer Entertainment,63,26,6.3,27,SCEA Sports Studio,E,0.53
T15996,Call of Duty: Modern Warfare 3,PS3,2011,Shooter,Activision,88,39,3.2,5234,"Infinity Ward, Sledgehammer Games",M,13.32
T15997,Dino Stalker,PS2,2002,Shooter,Capcom,50,18,6.3,8,Capcom,M,0.22
T15998,FIFA Soccer 64,N64,1997,Sports,Electronic Arts,,,,,,,0.49
T15999,"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,,,,,,,0.1
T16000,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,,,,,,,0.06
T16001,Bomberman Max 2: Blue Advance,GBA,2002,Puzzle,Vivendi Games,75,10,tbd,,Hudson,E,0.09
T16002,DX Game of Life 2,PS,1997,Misc,Takara,,,,,,,0.33
T16003,Escape from Bug Island,Wii,2006,Action,Eidos Interactive,37,13,5,25,Spike,M,0.06
T16004,Twisted Metal (2012),PS3,2012,Action,Sony Computer Entertainment,,,,,,,0.81
T16005,Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,,,,,,,0.56
T16006,Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,Sports,Konami Digital Entertainment,,,,,,,0.27
T16007,World of Warcraft: Legion,PC,2016,Role-Playing,Activision,88,62,7.5,535,Blizzard Entertainment,T,0.32
T16008,Tomb Raider II,PC,1997,Action,Eidos Interactive,,,8.3,37,Core Design Ltd.,,2.29
T16009,Cabela's Survival: Shadows of Katmai,PS3,2011,Sports,Activision,,,7.4,5,Activision,T,0.18
T16010,UFO: Trilogy,PC,2007,Strategy,Unknown,,,,,,,0.02
T16011,Thomas & Friends: Hero of the Rails,Wii,2010,Misc,Unknown,,,,,,,0.02
T16012,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,Namco Bandai Games,,,,,,,0.35
T16013,Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,82,8,4.9,62,Vicarious Visions,E10+,0.57
T16014,Solitaire Overload,DS,2007,Misc,Telegames,,,9.2,12,Telegames,E,0.42
T16015,Sports Illustrated for Kids: Football,GBA,2003,Sports,BAM! Entertainment,,,,,,,0.18
T16016,Saints Row,X360,2006,Action,THQ,81,74,7.5,211,Volition Inc.,M,2.18
T16017,Outlaw Golf,XB,2002,Sports,TDK Mediactive,72,23,6.9,9,Simon & Schuster,T,0.29
T16018,Scurge: Hive,DS,2006,Action,SouthPeak Games,70,29,8.6,5,"Orbital Media, Inc.",E10+,0.06
T16019,F1 Challenge,SAT,1994,Racing,Sega,,,,,,,0.18
T16020,Resident Evil 2,N64,1999,Action,Virgin Interactive,,,,,,,0.56
T16021,Short Track Racing: Trading Paint,PS2,2009,Racing,THQ,,,tbd,,THQ,E,0.05
T16022,Chicken Blaster,DS,2009,Shooter,Zushi Games,,,tbd,,Zoo Games,E10+,0.04
T16023,La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei,,,,,,,0.02
T16024,R-Type Command,PSP,2007,Strategy,Rising Star Games,69,29,6.5,6,Irem,E10+,0.07
T16025,Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment,,,,,,,1.86
T16026,Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,65,27,7.8,17,Climax Group,M,0.07
T16027,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,83,59,8.4,89,Level 5,T,0.84
T16028,Project Eden,PS2,2001,Action,Eidos Interactive,71,20,7.8,8,Core Design Ltd.,T,0.09
T16029,ZombiU,XOne,2016,Action,Ubisoft,,,,,,,0.01
T16030,Castlevania: Curse of Darkness,PS2,2005,Action,Konami Digital Entertainment,70,30,7.5,46,Konami,M,0.42
T16031,Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,56,23,6.5,13,Aspect,E10+,0.42
T16032,Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,68,8,4.4,5,Visual Concepts,E,0.19
T16033,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,Square Enix,,,,,,,0.02
T16034,Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,Namco Bandai Games,,,,,,,0.02
T16035,Finding Nemo,GBA,2003,Action,THQ,,,7,8,Vicarious Visions,E,2.82
T16036,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS3,2009,Shooter,Activision,,,,,,,0.69
T16037,Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,,,,,,,0.77
T16038,Salon Superstar,DS,2009,Simulation,505 Games,,,tbd,,505 Games,E,0.08
T16039,Simple 1500 Series Vol. 1: The Mahjong,PS,1998,Misc,D3Publisher,,,,,,,1.06
T16040,The Clique: Diss and Make Up,DS,2009,Adventure,Warner Bros. Interactive Entertainment,,,tbd,,Gorilla Systems,E10+,0.12
T16041,Board Game: Top Shop,PS,1999,Misc,Success,,,,,,,0.02
T16042,Mercenaries 2: World in Flames,PS3,2008,Shooter,Electronic Arts,72,43,7.1,73,Pandemic Studios,T,0.87
T16043,Shin Megami Tensei NINE,XB,2002,Role-Playing,Atlus,,,,,,,0.05
T16044,Densetsu no Stafi,GBA,2002,Platform,Nintendo,,,,,,,0.47
